START,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,END
{,NITE,Nightstar Therapeutics plc,25.42,$852.49M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,NIHD,"NII Holdings, Inc.",2,$203.16M,n/a,Public Utilities,Telecommunications Equipment,}
{,NIU,Niu Technologies,8.56,$636.32M,2018,Capital Goods,Auto Manufacturing,}
{,LASR,"nLIGHT, Inc.",25.03,$924.44M,2018,Technology,Semiconductors,}
{,NMIH,NMI Holdings Inc,27.44,$1.85B,2013,Finance,Property-Casualty Insurers,}
{,NNBR,"NN, Inc.",9.09,$385.12M,1994,Capital Goods,Metal Fabrications,}
{,NDLS,Noodles & Company,8.54,$375.19M,2013,Consumer Services,Restaurants,}
{,NDSN,Nordson Corporation,142.96,$8.2B,n/a,Capital Goods,Industrial Machinery/Components,}
{,NSYS,Nortech Systems Incorporated,3.98,$10.68M,n/a,Capital Goods,Industrial Machinery/Components,}
{,NBN,Northeast Bancorp,21.56,$194.94M,n/a,Finance,Major Banks,}
{,NTIC,Northern Technologies International Corporation,25.575,$116.04M,n/a,Capital Goods,Industrial Specialties,}
{,NTRS,Northern Trust Corporation,97.56,$21.24B,n/a,Finance,Major Banks,}
{,NTRSP,Northern Trust Corporation,25.53,$5.56B,n/a,Finance,Major Banks,}
{,NFBK,"Northfield Bancorp, Inc.",15.29,$761.04M,n/a,Finance,Savings Institutions,}
{,NRIM,Northrim BanCorp Inc,36.7,$251.4M,n/a,Finance,Savings Institutions,}
{,NWBI,"Northwest Bancshares, Inc.",17.38,$1.85B,2009,Finance,Major Banks,}
{,NWPX,Northwest Pipe Company,25.8,$251.16M,1995,Basic Industries,Steel/Iron Ore,}
{,NCLH,Norwegian Cruise Line Holdings Ltd.,57.9,$12.47B,n/a,Consumer Services,Marine Transportation,}
{,NWFL,Norwood Financial Corp.,33.99,$213.76M,n/a,Finance,Major Banks,}
{,NVFY,"Nova Lifestyle, Inc",0.7,$19.46M,n/a,Consumer Durables,Home Furnishings,}
{,NVMI,Nova Measuring Instruments Ltd.,27.18,$760.09M,2000,Capital Goods,Electronic Components,}
{,NOVN,"Novan, Inc.",1.2616,$32.89M,2016,Health Care,Major Pharmaceuticals,}
{,NOVT,Novanta Inc.,82.74,$2.9B,n/a,Miscellaneous,Industrial Machinery/Components,}
{,NVAX,"Novavax, Inc.",6.57,$154.22M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,NVLN,Novelion Therapeutics Inc. ,1.21,$22.42M,n/a,Health Care,Major Pharmaceuticals,}
{,NVCR,NovoCure Limited,49.3,$4.72B,2015,Health Care,Medical/Dental Instruments,}
{,NVUS,"Novus Therapeutics, Inc.",2.35,$30.31M,2014,Health Care,Major Pharmaceuticals,}
{,NUAN,"Nuance Communications, Inc.",18.05,$5.24B,n/a,Technology,Computer Software: Prepackaged Software,}
{,NCNA,NuCana plc,14.42,$464.71M,2017,Health Care,Major Pharmaceuticals,}
{,NTNX,"Nutanix, Inc.",37.04,$6.74B,2016,Technology,Computer Software: Prepackaged Software,}
{,NUVA,"NuVasive, Inc.",61.88,$3.21B,2004,Health Care,Medical/Dental Instruments,}
{,NVTR,Nuvectra Corporation,5.6,$99.68M,n/a,Health Care,Medical/Dental Instruments,}
{,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,22.64,$882.23M,n/a,n/a,n/a,}
{,NVEE,"NV5 Global, Inc.",76.46,$960.73M,2013,Consumer Services,Other Consumer Services,}
{,NVEC,NVE Corporation,79.76,$386.52M,n/a,Technology,Semiconductors,}
{,NVDA,NVIDIA Corporation,168.82,$102.73B,1999,Technology,Semiconductors,}
{,NXPI,NXP Semiconductors N.V.,100.17,$28.57B,2010,Technology,Semiconductors,}
{,NXTD,NXT-ID Inc.,0.8323,$24.06M,n/a,Consumer Services,Diversified Commercial Services,}
{,NXTDW,NXT-ID Inc.,0.04,n/a,n/a,Consumer Services,Diversified Commercial Services,}
{,NYMX,Nymox Pharmaceutical Corporation,1.71,$115.73M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,}
{,OIIM,O2Micro International Limited,1.39,$36.73M,n/a,Technology,Semiconductors,}
{,OVLY,Oak Valley Bancorp (CA),19.36,$158.94M,n/a,Finance,Major Banks,}
{,OCSL,Oaktree Specialty Lending Corporation,5.5,$775.28M,n/a,n/a,n/a,}
{,OCSLL,Oaktree Specialty Lending Corporation,25.01,n/a,n/a,n/a,n/a,}
{,OCSI,Oaktree Strategic Income Corporation,8.49,$250.17M,n/a,n/a,n/a,}
{,OASM,Oasmia Pharmaceutical AB,2.0105,$150.72M,2015,Health Care,Major Pharmaceuticals,}
{,OBLN,"Obalon Therapeutics, Inc.",0.49,$11.76M,2016,Health Care,Medical/Dental Instruments,}
{,OBSV,ObsEva SA,12.5,$548.61M,2017,Health Care,Major Pharmaceuticals,}
{,OBCI,"Ocean Bio-Chem, Inc.",2.9654,$27.77M,n/a,Consumer Durables,Specialty Chemicals,}
{,OPTT,"Ocean Power Technologies, Inc.",2.22,$6.19M,2007,Public Utilities,Electric Utilities: Central,}
{,OCFC,OceanFirst Financial Corp.,25.22,$1.29B,n/a,Finance,Savings Institutions,}
{,OFED,Oconee Federal Financial Corp.,24.75,$142.57M,2011,Finance,Savings Institutions,}
{,OCUL,"Ocular Therapeutix, Inc.",3.68,$157.64M,2014,Health Care,Major Pharmaceuticals,}
{,ODT,"Odonate Therapeutics, Inc.",21.83,$583.88M,2017,Health Care,Major Pharmaceuticals,}
{,OMEX,"Odyssey Marine Exploration, Inc.",5,$46.11M,n/a,Consumer Services,Marine Transportation,}
{,ODP,"Office Depot, Inc.",2.16,$1.18B,n/a,Consumer Services,Other Specialty Stores,}
{,OPI,Office Properties Income Trust,26.64,$1.28B,n/a,Finance,Real Estate,}
{,OPINI,Office Properties Income Trust,25,n/a,n/a,Finance,Real Estate,}
{,OFS,OFS Capital Corporation,12.33,$164.74M,n/a,n/a,n/a,}
{,OFSSL,OFS Capital Corporation,25.29,n/a,n/a,n/a,n/a,}
{,OFSSZ,OFS Capital Corporation,25.35,n/a,n/a,n/a,n/a,}
{,OCCI,"OFS Credit Company, Inc.",18.165,$45.5M,2018,n/a,n/a,}
{,OCCIP,"OFS Credit Company, Inc.",25.2,$20.16M,n/a,n/a,n/a,}
{,OHAI,OHA Investment Corporation,1.13,$22.79M,n/a,n/a,n/a,}
{,OVBC,Ohio Valley Banc Corp.,36.87,$175.45M,n/a,Finance,Major Banks,}
{,OHRP,"Ohr Pharmaceutical, Inc.",2.57,$7.27M,n/a,Health Care,Major Pharmaceuticals,}
{,OKTA,"Okta, Inc.",105.59,$12.05B,2017,Technology,Computer Software: Prepackaged Software,}
{,ODFL,"Old Dominion Freight Line, Inc.",146.38,$11.85B,1991,Transportation,Trucking Freight/Courier Services,}
{,OLBK,"Old Line Bancshares, Inc.",25.92,$441.98M,n/a,Finance,Major Banks,}
{,ONB,Old National Bancorp,16.98,$2.95B,n/a,Finance,Major Banks,}
{,OPOF,Old Point Financial Corporation,21.35,$110.7M,n/a,Finance,Major Banks,}
{,OSBC,"Old Second Bancorp, Inc.",13.28,$397.03M,n/a,Finance,Major Banks,}
{,OSBCP,"Old Second Bancorp, Inc.",10.7183,n/a,n/a,Finance,Major Banks,}
{,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",100.71,$6.36B,2015,Consumer Services,Department/Specialty Retail Stores,}
{,ZEUS,"Olympic Steel, Inc.",15.73,$173.1M,1994,Basic Industries,Metal Fabrications,}
{,OFLX,"Omega Flex, Inc.",86,$867.9M,n/a,Capital Goods,Industrial Specialties,}
{,OMER,Omeros Corporation,19.32,$947.8M,2009,Health Care,Major Pharmaceuticals,}
{,OMCL,"Omnicell, Inc.",82.41,$3.4B,2001,Technology,Computer Manufacturing,}
{,ON,ON Semiconductor Corporation,20.98,$8.65B,n/a,Technology,Semiconductors,}
{,OTIV,On Track Innovations Ltd,0.5048,$20.85M,n/a,Technology,Semiconductors,}
{,ONCY,Oncolytics Biotech Inc.,1.7901,$36.34M,n/a,Health Care,Major Pharmaceuticals,}
{,ONTX,"Onconova Therapeutics, Inc.",4.145,$24.43M,2013,Health Care,Major Pharmaceuticals,}
{,ONTXW,"Onconova Therapeutics, Inc.",0.189,n/a,n/a,Health Care,Major Pharmaceuticals,}
{,ONCS,OncoSec Medical Incorporated,0.5443,$35.93M,n/a,Health Care,Major Pharmaceuticals,}
{,OSS,"One Stop Systems, Inc.",2.18,$31.11M,2018,Technology,Computer Manufacturing,}
{,OSPN,OneSpan Inc.,15,$603.22M,n/a,Technology,EDP Services,}
{,OSW,OneSpaWorld Holdings Limited,13.73,$839.15M,n/a,Consumer Services,Hotels/Resorts,}
{,OPBK,OP Bancorp,9.93,$152.88M,2018,Finance,Major Banks,}
{,OTEX,Open Text Corporation,40.35,$10.87B,1996,Technology,EDP Services,}
{,OPRA,Opera Limited,9.54,$1.04B,2018,n/a,n/a,}
{,OPES,Opes Acquisition Corp.,10.22,$151.46M,2018,Finance,Business Services,}
{,OPESU,Opes Acquisition Corp.,10.35,n/a,2018,Finance,Business Services,}
{,OPESW,Opes Acquisition Corp.,0.22,n/a,2018,Finance,Business Services,}
{,OPGN,"OpGen, Inc.",0.5,$8.82M,2015,Health Care,Medical Specialities,}
{,OPGNW,"OpGen, Inc.",0.26,n/a,2015,Health Care,Medical Specialities,}
{,OPNT,"Opiant Pharmaceuticals, Inc.",11.76,$46.16M,n/a,Basic Industries,Precious Metals,}
{,OPK,"Opko Health, Inc.",2.12,$1.31B,n/a,Health Care,Major Pharmaceuticals,}
{,OBAS,Optibase Ltd.,9.8,$51.12M,1999,Finance,Real Estate,}
{,OCC,Optical Cable Corporation,4.6696,$34.73M,n/a,Basic Industries,Telecommunications Equipment,}
{,OPRX,OptimizeRx Corporation,13.57,$164.13M,n/a,Miscellaneous,Business Services,}
{,OPHC,"OptimumBank Holdings, Inc.",3.68,$6.84M,n/a,Finance,Major Banks,}
{,OPTN,"OptiNose, Inc.",9.58,$395.31M,2017,Health Care,Major Pharmaceuticals,}
{,OPB,Opus Bank,21.49,$774.9M,2014,n/a,n/a,}
{,ORMP,Oramed Pharmaceuticals Inc.,3.37,$58.57M,n/a,Health Care,Major Pharmaceuticals,}
{,OSUR,"OraSure Technologies, Inc.",9.15,$567.76M,n/a,Health Care,Medical/Dental Instruments,}
{,ORBC,ORBCOMM Inc.,7.42,$591.19M,2006,Consumer Services,Telecommunications Equipment,}
{,ORTX,Orchard Therapeutics plc,19.54,$1.68B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,ORLY,"O&#39;Reilly Automotive, Inc.",364.79,$28.55B,1993,Consumer Services,Other Specialty Stores,}
{,ORGO,Organogenesis Holdings Inc. ,7.01,$640.13M,2016,Health Care,Major Pharmaceuticals,}
{,ONVO,"Organovo Holdings, Inc.",1.01,$120.69M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,ORGS,Orgenesis Inc.,4.45,$71.18M,n/a,Health Care,Major Pharmaceuticals,}
{,SEED,Origin Agritech Limited,6.3,$1.47M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,}
{,OBNK,"Origin Bancorp, Inc.",34.19,$811.88M,2018,Finance,Major Banks,}
{,OESX,"Orion Energy Systems, Inc.",1.64,$48.51M,2015,Consumer Durables,Building Products,}
{,ORIT,Oritani Financial Corp.,17.08,$769.97M,n/a,Finance,Major Banks,}
{,ORRF,Orrstown Financial Services Inc,20.98,$198.93M,n/a,Finance,Major Banks,}
{,OFIX,Orthofix Medical Inc. ,56.48,$1.08B,1992,Health Care,Medical/Dental Instruments,}
{,KIDS,OrthoPediatrics Corp.,42.81,$628.37M,2017,Health Care,Medical/Dental Instruments,}
{,OSIS,"OSI Systems, Inc.",104.26,$1.89B,1997,Technology,Semiconductors,}
{,OSMT,Osmotica Pharmaceuticals plc,3,$157.56M,2018,Health Care,Major Pharmaceuticals,}
{,OSN,"Ossen Innovation Co., Ltd.",1.95,$12.86M,2010,Basic Industries,Steel/Iron Ore,}
{,OTEL,Otelco Inc.,16.2399,$55.39M,n/a,Public Utilities,Telecommunications Equipment,}
{,OTG,"OTG EXP, Inc.",n/a,n/a,n/a,n/a,n/a,}
{,OTIC,"Otonomy, Inc.",2.97,$91.14M,2014,Health Care,Major Pharmaceuticals,}
{,OTTW,"Ottawa Bancorp, Inc.",13.7383,$45.84M,n/a,Finance,Savings Institutions,}
{,OTTR,Otter Tail Corporation,50.64,$2.01B,n/a,Public Utilities,Electric Utilities: Central,}
{,OTLK,"Outlook Therapeutics, Inc.",1.2,$14.12M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,OTLKW,"Outlook Therapeutics, Inc.",0.104,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,OSTK,"Overstock.com, Inc.",13.77,$485.75M,2002,Consumer Services,Catalog/Specialty Distribution,}
{,OVID,Ovid Therapeutics Inc.,1.71,$66.17M,2017,Health Care,Major Pharmaceuticals,}
{,OXBR,Oxbridge Re Holdings Limited,1.16,$6.65M,2014,Finance,Property-Casualty Insurers,}
{,OXBRW,Oxbridge Re Holdings Limited,0.04,n/a,2014,Finance,Property-Casualty Insurers,}
{,OXFD,Oxford Immunotec Global PLC,16.31,$434.22M,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,}
{,OXLC,Oxford Lane Capital Corp.,10.65,$453.13M,2011,n/a,n/a,}
{,OXLCM,Oxford Lane Capital Corp.,25.5556,$69.75M,n/a,n/a,n/a,}
{,OXLCO,Oxford Lane Capital Corp.,25.57,$92.46M,n/a,n/a,n/a,}
{,OXSQ,Oxford Square Capital Corp.,6.41,$305.44M,n/a,n/a,n/a,}
{,OXSQL,Oxford Square Capital Corp.,25.4879,n/a,n/a,n/a,n/a,}
{,OXSQZ,Oxford Square Capital Corp.,25.43,n/a,n/a,n/a,n/a,}
{,PFIN,"P & F Industries, Inc.",8.35,$26.48M,n/a,Technology,Industrial Machinery/Components,}
{,PTSI,"P.A.M. Transportation Services, Inc.",46.45,$274.84M,1986,Transportation,Trucking Freight/Courier Services,}
{,PCAR,PACCAR Inc.,69.51,$24.11B,n/a,Capital Goods,Auto Manufacturing,}
{,HERD,Pacer Cash Cows Fund of Funds ETF,24.74,$2.47M,n/a,n/a,n/a,}
{,ECOW,Pacer Emerging Markets Cash Cows 100 ETF,24.36,$2.44M,n/a,n/a,n/a,}
{,VETS,Pacer Military Times Best Employers ETF,27.9,$2.79M,n/a,n/a,n/a,}
{,PACB,"Pacific Biosciences of California, Inc.",7.41,$1.13B,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,}
{,PCB,Pacific City Financial Corporation,17.41,$278.86M,2018,Finance,Major Banks,}
{,PEIX,"Pacific Ethanol, Inc.",1.24,$61.84M,n/a,Basic Industries,Major Chemicals,}
{,PMBC,Pacific Mercantile Bancorp,7.93,$174.6M,2000,Finance,Major Banks,}
{,PPBI,Pacific Premier Bancorp Inc,31.01,$1.94B,n/a,Finance,Major Banks,}
{,PCRX,"Pacira BioSciences, Inc.",47.97,$1.98B,2011,Health Care,Major Pharmaceuticals,}
{,PACW,PacWest Bancorp,39.32,$4.72B,n/a,Finance,Major Banks,}
{,PLMR,"Palomar Holdings, Inc.",19.11,$432.36M,2019,Finance,Property-Casualty Insurers,}
{,PAAS,Pan American Silver Corp.,11.44,$1.76B,n/a,Basic Industries,Precious Metals,}
{,PANL,Pangaea Logistics Solutions Ltd.,3.42,$152.2M,2013,Transportation,Marine Transportation,}
{,PZZA,"Papa John&#39;s International, Inc.",52.47,$1.67B,1993,Consumer Services,Restaurants,}
{,FRSH,"Papa Murphy&#39;s Holdings, Inc.",6.44,$109.67M,2014,Consumer Services,Restaurants,}
{,PRTK,"Paratek Pharmaceuticals, Inc. ",5.31,$172.13M,n/a,Health Care,Major Pharmaceuticals,}
{,TEUM,Pareteum Corporation,4.36,$476.98M,n/a,Technology,EDP Services,}
{,PNRL,Paringa Resources Limited,5.3201,$48.76M,n/a,n/a,n/a,}
{,PCYG,"Park City Group, Inc.",7,$138.97M,n/a,Technology,EDP Services,}
{,PKBK,"Parke Bancorp, Inc.",21.9,$235.64M,n/a,Finance,Major Banks,}
{,PKOH,Park-Ohio Holdings Corp.,34.31,$433.41M,n/a,Capital Goods,Industrial Specialties,}
{,PTNR,Partner Communications Company Ltd.,4.73,$775.67M,n/a,Public Utilities,Telecommunications Equipment,}
{,PBHC,"Pathfinder Bancorp, Inc.",13.75,$60.84M,n/a,Finance,Major Banks,}
{,PATK,"Patrick Industries, Inc.",46.01,$1.1B,n/a,Basic Industries,Forest Products,}
{,PNBK,Patriot National Bancorp Inc.,15.56,$61.02M,n/a,Finance,Specialty Insurers,}
{,PATI,"Patriot Transportation Holding, Inc.",19.25,$64.44M,n/a,Transportation,Trucking Freight/Courier Services,}
{,PEGI,Pattern Energy Group Inc.,20.92,$2.06B,2013,Public Utilities,Electric Utilities: Central,}
{,PDCO,"Patterson Companies, Inc.",22.81,$2.17B,1992,Health Care,Medical Specialities,}
{,PTEN,"Patterson-UTI Energy, Inc.",12.47,$2.6B,1993,Energy,Oil & Gas Production,}
{,PAVM,PAVmed Inc.,1.2401,$36.4M,2016,Health Care,Medical/Dental Instruments,}
{,PAVMW,PAVmed Inc.,0.2793,n/a,2016,Health Care,Medical/Dental Instruments,}
{,PAVMZ,PAVmed Inc.,0.35,n/a,n/a,Health Care,Medical/Dental Instruments,}
{,PAYX,"Paychex, Inc.",85.08,$30.58B,1983,Consumer Services,Diversified Commercial Services,}
{,PCTY,Paylocity Holding Corporation,97.46,$5.16B,2014,Technology,Computer Software: Prepackaged Software,}
{,PYDS,"Payment Data Systems, Inc.",2.53,$42.66M,n/a,Finance,Investment Bankers/Brokers/Service,}
{,PYPL,"PayPal Holdings, Inc.",110.41,$129.72B,n/a,Miscellaneous,Business Services,}
{,PAYS,"Paysign, Inc.",7.9,$369.18M,n/a,Miscellaneous,Business Services,}
{,PBBI,"PB Bancorp, Inc.",11.1,$82.68M,n/a,Finance,Savings Institutions,}
{,CNXN,"PC Connection, Inc.",35.99,$948.67M,n/a,Consumer Services,Catalog/Specialty Distribution,}
{,PCMI,"PCM, Inc.",29.01,$355.57M,n/a,Consumer Services,Catalog/Specialty Distribution,}
{,PCSB,PCSB Financial Corporation,19.17,$341.3M,2017,Finance,Banks,}
{,PCTI,"PC-Tel, Inc.",5.19,$95.67M,1999,Technology,Radio And Television Broadcasting And Communications Equipment,}
{,PDCE,"PDC Energy, Inc.",37.59,$2.49B,n/a,Energy,Oil & Gas Production,}
{,PDFS,"PDF Solutions, Inc.",12.8,$415.09M,2001,Technology,EDP Services,}
{,PDLI,"PDL BioPharma, Inc.",3.26,$393.34M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,PDLB,PDL Community Bancorp,14.6,$266.13M,2017,Finance,Savings Institutions,}
{,PDSB,PDS Biotechnology Corporation,6.33,$33.85M,2015,Health Care,Major Pharmaceuticals,}
{,PDVW,"pdvWireless, Inc.",39.95,$588.83M,2015,Public Utilities,Telecommunications Equipment,}
{,SKIS,"Peak Resorts, Inc.",4.5,$68.25M,2014,Consumer Services,Hotels/Resorts,}
{,PGC,Peapack-Gladstone Financial Corporation,28.11,$546.64M,n/a,Finance,Commercial Banks,}
{,PEER,"PeerStream, Inc.",2.99,n/a,n/a,n/a,n/a,}
{,PEGA,Pegasystems Inc.,70.65,$5.57B,1996,Technology,EDP Services,}
{,PENN,"Penn National Gaming, Inc.",20.33,$2.38B,1994,Consumer Services,Hotels/Resorts,}
{,PVAC,Penn Virginia Corporation,40.99,$619.16M,n/a,Energy,Oil & Gas Production,}
{,PFLT,PennantPark Floating Rate Capital Ltd.,12.17,$471.86M,n/a,n/a,n/a,}
{,PNNT,PennantPark Investment Corporation,6.7,$455.78M,2007,n/a,n/a,}
{,PWOD,"Penns Woods Bancorp, Inc.",43.48,$204M,n/a,Finance,Major Banks,}
{,WRLS,Pensare Acquisition Corp.,10.3351,$372.23M,2017,Finance,Business Services,}
{,WRLSR,Pensare Acquisition Corp.,0.3,n/a,2017,Finance,Business Services,}
{,WRLSU,Pensare Acquisition Corp.,10.85,n/a,2017,Finance,Business Services,}
{,WRLSW,Pensare Acquisition Corp.,0.3079,n/a,2017,Finance,Business Services,}
{,PEBO,Peoples Bancorp Inc.,32.68,$676.23M,n/a,Finance,Major Banks,}
{,PEBK,"Peoples Bancorp of North Carolina, Inc.",28.2,$167.95M,n/a,Finance,Major Banks,}
{,PFIS,Peoples Financial Services Corp. ,43.5,$321.86M,n/a,Finance,Major Banks,}
{,PBCT,"People&#39;s United Financial, Inc.",17.16,$6.82B,n/a,Finance,Savings Institutions,}
{,PBCTP,"People&#39;s United Financial, Inc.",26.12,$261.2M,n/a,Finance,Savings Institutions,}
{,PUB,People&#39;s Utah Bancorp,29.27,$550.2M,2015,Finance,Major Banks,}
{,KPFS,"Pepper Food Service Co., Ltd.",4.24,$441.79M,n/a,Consumer Services,Restaurants,}
{,PEP,"Pepsico, Inc.",128.01,$179.45B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),}
{,PRCP,"Perceptron, Inc.",5.34,$51.36M,1992,Capital Goods,Electronic Components,}
{,PRFT,"Perficient, Inc.",30.84,$1.02B,1999,Technology,EDP Services,}
{,DCIX,Performance Shipping Inc.,1.14,$30.5M,n/a,Transportation,Marine Transportation,}
{,PFMT,Performant Financial Corporation,1.74,$92.47M,2012,Consumer Services,Other Consumer Services,}
{,PERI,Perion Network Ltd,2.97,$77.25M,n/a,Technology,EDP Services,}
{,PESI,"Perma-Fix Environmental Services, Inc.",4.1,$49.04M,n/a,Basic Industries,Environmental Services,}
{,PPIH,"Perma-Pipe International Holdings, Inc.",8.96,$70.64M,n/a,Capital Goods,Pollution Control Equipment,}
{,PETQ,"PetIQ, Inc.",30,$670.85M,2017,Health Care,Other Pharmaceuticals,}
{,PETS,"PetMed Express, Inc.",19.59,$405M,n/a,Health Care,Medical/Nursing Services,}
{,PFSW,"PFSweb, Inc.",4.16,$80.77M,1999,Miscellaneous,Business Services,}
{,PGTI,"PGT Innovations, Inc.",15.59,$909.63M,2006,Capital Goods,Building Products,}
{,PHAS,"PhaseBio Pharmaceuticals, Inc.",13.38,$382.97M,2018,Health Care,Major Pharmaceuticals,}
{,PAHC,Phibro Animal Health Corporation,29.87,$1.21B,2014,Health Care,Major Pharmaceuticals,}
{,PHIO,Phio Pharmaceuticals Corp.,0.4596,$10.25M,n/a,Health Care,Major Pharmaceuticals,}
{,PHIOW,Phio Pharmaceuticals Corp.,0.03,n/a,n/a,Health Care,Major Pharmaceuticals,}
{,PLAB,"Photronics, Inc.",9.35,$626.93M,1987,Technology,Semiconductors,}
{,PHUN,"Phunware, Inc.",7.48,$290.82M,2016,Technology,EDP Services,}
{,PHUNW,"Phunware, Inc.",0.977,n/a,2016,Technology,EDP Services,}
{,PICO,PICO Holdings Inc.,11.4,$230.85M,n/a,Finance,Real Estate,}
{,PLL,Piedmont Lithium Limited,12.1512,$67.93M,n/a,n/a,n/a,}
{,PIRS,"Pieris Pharmaceuticals, Inc.",3.31,$162.69M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,}
{,PPC,Pilgrim&#39;s Pride Corporation,28.32,$7.06B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,}
{,PDD,Pinduoduo Inc.,22.4,$24.95B,2018,Miscellaneous,Business Services,}
{,PME,Pingtan Marine Enterprise Ltd.,2.13,$168.39M,n/a,n/a,n/a,}
{,PNFP,"Pinnacle Financial Partners, Inc.",57.63,$4.44B,n/a,Finance,Major Banks,}
{,PT,Pintec Technology Holdings Limited,8.04,$301.17M,2018,Technology,"Computer Software: Programming, Data Processing",}
{,PPSI,"Pioneer Power Solutions, Inc.",5.2,$45.38M,n/a,Consumer Durables,Electrical Products,}
{,PXLW,"Pixelworks, Inc.",3.36,$126.15M,2000,Technology,Semiconductors,}
{,PLYA,Playa Hotels & Resorts N.V.,8.48,$1.11B,n/a,Consumer Services,Hotels/Resorts,}
{,PLXS,Plexus Corp.,58.55,$1.76B,n/a,Technology,Electrical Products,}
{,PLUG,"Plug Power, Inc.",2.35,$576.72M,1999,Energy,Industrial Machinery/Components,}
{,PLBC,Plumas Bancorp,25.15,$129.61M,n/a,Finance,Finance Companies,}
{,PS,"Pluralsight, Inc.",32.74,$3.12B,2018,Technology,"Computer Software: Programming, Data Processing",}
{,PSTI,"Pluristem Therapeutics, Inc.",0.649,$97.21M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,PLXP,PLx Pharma Inc.,5.65,$49.45M,2014,Health Care,Major Pharmaceuticals,}
{,PNTR,Pointer Telocation Ltd.,15.1,$123.22M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,}
{,PCOM,"Points International, Ltd.",11.65,$162.74M,n/a,Miscellaneous,Business Services,}
{,POLA,"Polar Power, Inc.",4.1699,$42.3M,2016,Miscellaneous,Industrial Machinery/Components,}
{,PTE,"PolarityTE, Inc.",7.86,$197.35M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,POLY,PolyPid Ltd.,n/a,n/a,n/a,n/a,n/a,}
{,POOL,Pool Corporation,184.17,$7.32B,1995,Consumer Durables,Industrial Specialties,}
{,POPE,Pope Resources,66.125,$288.5M,n/a,Consumer Non-Durables,Environmental Services,}
{,BPOP,"Popular, Inc.",56.95,$5.5B,n/a,Finance,Major Banks,}
{,BPOPM,"Popular, Inc.",25.58,n/a,n/a,Finance,Major Banks,}
{,BPOPN,"Popular, Inc.",26.89,$322.68M,n/a,Finance,Major Banks,}
{,KCAPL,Portman Ridge Finance Corporation,25.4,n/a,n/a,n/a,n/a,}
{,PTMN,Portman Ridge Finance Corporation,2.99,$111.65M,n/a,n/a,n/a,}
{,PTLA,"Portola Pharmaceuticals, Inc.",31.8,$2.17B,2013,Health Care,Major Pharmaceuticals,}
{,PPHI,"Positive Physicians Holdings, Inc.",12.65,$61.1M,2019,Finance,Property-Casualty Insurers,}
{,PBPB,Potbelly Corporation,6.45,$154.44M,2013,Consumer Services,Restaurants,}
{,PCH,PotlatchDeltic Corporation,38.64,$2.61B,n/a,Consumer Services,Real Estate Investment Trusts,}
{,POWL,"Powell Industries, Inc.",35.48,$409.88M,n/a,Consumer Durables,Electrical Products,}
{,POWI,"Power Integrations, Inc.",75.93,$2.22B,1997,Technology,Semiconductors,}
{,PBTS,"Powerbridge Technologies Co., Ltd.",5,$43.28M,2019,Technology,EDP Services,}
{,PRAA,"PRA Group, Inc.",29.36,$1.33B,2002,Finance,Finance: Consumer Services,}
{,PRAH,"PRA Health Sciences, Inc.",92.17,$6.05B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,}
{,PRPO,"Precipio, Inc.",6.56,$36.63M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,}
{,DTIL,"Precision BioSciences, Inc.",13.05,$657.22M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,AIPT,Precision Therapeutics Inc.,0.698,$20.94M,n/a,Health Care,Industrial Specialties,}
{,PFBC,Preferred Bank,49.45,$757.87M,n/a,n/a,n/a,}
{,PLPC,Preformed Line Products Company,49.54,$250.59M,n/a,Basic Industries,Water Supply,}
{,PFBI,"Premier Financial Bancorp, Inc.",16.69,$244.28M,1996,Finance,Major Banks,}
{,PINC,"Premier, Inc.",37.86,$2.34B,2013,Consumer Services,Other Consumer Services,}
{,PSDO,"Presidio, Inc.",14.42,$1.19B,2017,Technology,Retail: Computer Software & Peripheral Equipment,}
